file_name,compiled,executed
Abbreviations.java,True,False
ABC.java,True,False
AbelianSandpileModel.java,True,False
AbundantOddNumbers.java,True,False
Accumulator.java,True,False
AccumulatorFactory.java,True,False
AchillesNumbers.java,True,False
Ackermann.java,False,False
additivePrimes.java,True,False
ADFGVXCipher.java,True,False
AksTest.java,True,False
AlgorithmS.java,True,False
AliquotSequenceClassifications.java,True,False
AllSameCharacters.java,True,False
AlmkvistGiulleraFormula.java,True,False
AlmostPrime.java,True,False
AmbTask.java,True,False
AmicablePairs.java,True,False
AngleDifference.java,True,False
AnglesNormalizationAndConversion.java,True,False
Antiprime.java,True,False
App.java,True,False
Approx.java,True,False
Approximate.java,True,False
ArenaStoragePool.java,False,False
Arguments.java,True,False
ArithmeticDerivative.java,True,False
ArithmeticEvaluation.java,False,False
ArithmeticGeometricMean.java,True,False
ArithmeticNumbers.java,True,False
ArrayCallback.java,True,False
ArrayCallback7.java,True,False
AsciiArtDiagramConverter.java,True,False
Attractive.java,True,False
AverageLoopLength.java,True,False
AverageMeanAngle.java,True,False
AVLtree.java,True,False
BalancedBrackets.java,True,False
BalancedTernary.java,True,False
BeadSort.java,False,False
Beer.java,True,False
Bell.java,True,False
BenfordsLaw.java,True,False
BernoulliNumbers.java,False,False
BestShuffle.java,True,False
Bias.java,True,False
BigRationalFindPerfectNumbers.java,False,False
BinaryLiteral.java,True,False
BinarySearchIterative.java,True,False
BinarySearchRecursive.java,True,False
Binomial.java,False,False
Bins.java,True,False
BioinformaticsGlobalAlignment.java,True,False
Biorythms.java,True,False
BitcoinAddressValidation.java,False,False
BitcoinAddressValidator.java,True,False
BitcoinPublicPointToAddess.java,False,False
Blah.java,True,False
BlumInteger.java,True,False
BogoSort.java,True,False
BoundedIntOutOfBoundsException.java,False,False
BoundedKnapsackForTourists.java,False,False
Box.java,False,False
BoyerMooreStringSearch.java,True,False
BraceExpansion.java,True,False
Brazilian.java,True,False
BrilliantNumbers.java,False,False
BullsAndCowsPlayerGame.java,False,False
CalculateE.java,True,False
Calculate_Pi.java,True,False
CalendarTask.java,True,False
CalkinWilfSequence.java,True,False
CamelCaseAndSnakeCase.java,True,False
CanonicalizeCIDR.java,True,False
CastingOutNines.java,True,False
CatlanNumbers.java,True,False
Chaocipher.java,True,False
ChernicksCarmichaelNumbers.java,True,False
Chess960.java,True,False
Chess960SPID.java,True,False
ChineseRemainderTheorem.java,True,False
Cholesky.java,True,False
Chowla.java,False,False
Church.java,True,False
Cipher.java,True,False
Circle.java,False,False
Circles.java,True,False
CircleSort.java,True,False
CircularPrimes.java,True,False
Cistercian.java,True,False
City.java,False,False
Class1.java,False,False
Clear.java,True,False
ClosestPair.java,True,False
CocktailSort.java,True,False
Collections.java,False,False
ColorfulNumbers.java,True,False
ColumnAligner.java,False,False
Comb.java,True,False
Combinations.java,False,False
CombinationsAndPermutations.java,True,False
CommonPath.java,True,False
ComparatorTest.java,True,False
Compare.java,True,False
CompareListOfStrings.java,True,False
CompilerVirtualMachineInterpreter.java,False,False
CompileTimeCalculation.java,True,False
Complex.java,True,False
Compose.java,True,False
CompositeNumbersK.java,True,False
CompoundDuration.java,True,False
ComputerZero.java,True,False
ConjugateTranspose.java,True,False
ConsecutivePrimes.java,True,False
ConstructFromRationalNumber.java,True,False
ContinousKnapsackForRobber.java,False,False
ConvexHull.java,True,False
Copy.java,True,False
Count.java,True,False
CountingInFactors.java,True,False
CountingSemaphore.java,False,False
CountProgramExamples.java,False,False
CountSubstring.java,True,False
CountTheCoins.java,True,False
CramersRule.java,True,False
CreateAFile.java,True,False
CreateFile.java,True,False
CreateFileTest.java,True,False
CreateTempFile.java,True,False
CubanPrimes.java,True,False
CubeSum.java,False,False
CullenAndWoodhall.java,True,False
Currency.java,True,False
Curry.java,True,False
CurzonNumbers.java,True,False
Cusip.java,True,False
CutRectangle.java,True,False
CyclopsNumbers.java,False,False
CyclotomicPolynomial.java,True,False
CyclotomicPolynomials.java,True,False
DammAlgorithm.java,True,False
DateFormat.java,True,False
Dates.java,True,False
DateTest.java,True,False
DeBruijn.java,True,False
DeceptiveNumbers.java,True,False
Decode.java,True,False
Decompose.java,False,False
Deconvolution.java,True,False
Deconvolution1D.java,True,False
DeepCopy.java,True,False
DelegateTest.java,False,False
Delegator.java,False,False
DeleteAFile.java,True,False
DemingsFunnel.java,True,False
DepartmentNumbers.java,True,False
DerangedAnagrams.java,True,False
Derangement.java,True,False
DescendingPrimes.java,True,False
DetermineSentenceType.java,True,False
DetermineUniqueCharacters.java,True,False
Dice.java,True,False
Digester.java,True,False
DigitalRoot.java,True,False
Dijkstra.java,True,False
DinesmanMultipleDwelling.java,True,False
DisariumNumbers.java,True,False
DiscordianDate.java,True,False
Disjoint.java,True,False
DisplayAnOutlineAsANestedTable.java,False,False
DistributionInFactorials.java,True,False
DiversityPredictionTheorem.java,True,False
DnsQuery.java,True,False
DominosExtraCredit.java,True,False
Doom.java,True,False
DotProduct.java,True,False
DoubleLinkedListTraversing.java,True,False
DoublyLinkedList.java,True,False
DuffianNumbers.java,True,False
DuplicateFiles.java,True,False
DutchNationalFlag.java,True,False
EasterRelatedHolidays.java,True,False
Eertree.java,True,False
EgyptianDivision.java,True,False
EgyptianFractions.java,True,False
EKGSequenceConvergence.java,True,False
ElementaryCellularAutomatonInfiniteLength.java,True,False
ElementaryCellularAutomatonRandomNumberGenerator.java,True,False
ElementWiseOp.java,True,False
EllipticCurveDigitalSignatureAlgorithm.java,True,False
Emirp.java,True,False
EmptyMainClass.java,True,False
Entity.java,False,False
EqualPrimeAndCompositeSums.java,True,False
EqualRisesFalls.java,True,False
Equlibrium.java,True,False
Err.java,True,False
EstheticNumbers.java,True,False
EuclidMullinSequence.java,True,False
Euler.java,True,False
EulerIdentity.java,True,False
eulerSopConjecture.java,True,False
Eval.java,True,False
Evaluator.java,True,False
EvoAlgo.java,True,False
Example.java,False,False
ExecutableLibrary.java,False,False
Exp.java,True,False
Extreme.java,True,False
F5.java,True,False
FacesFromMesh.java,True,False
Factorial.java,True,False
FactorialBaseNumbersIndexingPermutations.java,True,False
Factorion.java,True,False
FairshareBetweenTwoAndMore.java,True,False
Farey.java,True,False
FastFourierTransform.java,True,False
FaulhabersFormula.java,True,False
FaulhabersTriangle.java,True,False
FD.java,True,False
Feigenbaum.java,True,False
Fen.java,True,False
FermatNumbers.java,True,False
Fibonacci.java,True,False
FileDeleteTest.java,False,False
FileExistsTest.java,True,False
FileExt.java,True,False
FileIODemo.java,True,False
FileIODemo2.java,True,False
FileIODemo3.java,True,False
FileModificationTimeTest.java,True,False
FileRenameTest.java,True,False
FileSizeDistribution.java,True,False
FindBareTags.java,True,False
FindMissingPermutation.java,False,False
FindPalindromicNumbersBases23.java,True,False
FindTheLastSundayOfEachMonth.java,True,False
FindTriangle.java,True,False
Fire.java,True,False
FirstClass.java,True,False
FirstClassEnvironments.java,True,False
FirstClassFunctionsUseNumbersAnalogously.java,True,False
FirstPowerOfTwo.java,True,False
FiveFSS.java,True,False
Fivenum.java,True,False
FizzBuzz.java,True,False
FizzBuzzJdk12.java,True,False
FizzBuzzThrower.java,True,False
fizzbuzz_general.java,True,False
FlattenTestMain.java,False,False
Floyd.java,True,False
FloydWarshall.java,True,False
Fork.java,False,False
Format.java,True,False
FortunateNumbers.java,True,False
FourIsMagic.java,True,False
FourSquares.java,True,False
FPProblems.java,False,False
FractionReduction.java,True,False
Fractran.java,True,False
FrenchRepublicanCalendar.java,False,False
FTPconn.java,False,False
FunctionalCoverageTree.java,True,False
FunctionDefinition.java,True,False
FunctionPrototype.java,True,False
FuscSequence.java,True,False
FuzzyCircle.java,True,False
FWord.java,True,False
GaltonBox.java,True,False
GameOfLife.java,True,False
GammaFunction.java,True,False
GapfulNumbers.java,True,False
GateLogic.java,True,False
GaussianElimination.java,True,False
GaussJordan.java,False,False
GeneratorExponential.java,True,False
GiugaNumbers.java,True,False
GloballyReplaceText.java,True,False
GoldenRatio.java,True,False
Gotchas.java,True,False
GraphColoring.java,True,False
Grapheme.java,True,False
GrayCode.java,True,False
GroupStage.java,True,False
Guessing.java,True,False
Hailstone.java,True,False
HailstoneSequence.java,True,False
HaltAndCatchFire.java,True,False
Hamming.java,True,False
Happy.java,True,False
HappyNumbers.java,True,False
Harshad.java,True,False
HashJoin.java,True,False
Haversine.java,True,False
HeapsAlgorithm.java,True,False
HelloWorld.java,True,False
Heron.java,True,False
HexWords.java,True,False
Hickerson.java,True,False
Hidato.java,True,False
HilbertCurve.java,True,False
HofQ.java,True,False
Hofstadter.java,True,False
HolyKnightsTour.java,True,False
HomePrimes.java,True,False
Hopido.java,True,False
Horner.java,True,False
HTML.java,True,False
HTTPSAuthenticated.java,True,False
HuffmanTree.java,False,False
HumbleNumbers.java,True,False
HundredDoors.java,True,False
IBAN.java,True,False
ImaginaryBaseNumber.java,True,False
ImASoftwareEngineerGetMeOutOfHere.java,False,False
InfiniteSieve.java,True,False
IntConcat.java,True,False
IntegerLiterals.java,True,False
IntegerOverflow.java,True,False
Integrator.java,True,False
Intersection.java,True,False
IntToWords.java,True,False
ISIN.java,True,False
IsLeap.java,True,False
Isqrt.java,True,False
IteratedDigitsSquaring.java,True,False
IterativeAckermann.java,False,False
JacobiSymbol.java,True,False
JacobsthalNumbers.java,True,False
JaroDistance.java,True,False
JavaApplication6.java,True,False
Jensen.java,True,False
Jensen2.java,True,False
JNIDemo.java,True,False
JortSort.java,True,False
Josephus.java,True,False
JsonExample.java,False,False
JugglerSequence.java,True,False
Kaprekar.java,True,False
KdTreeTest.java,False,False
KnightsTour.java,True,False
Kolakoski.java,True,False
Kosaraju.java,True,False
KT.java,True,False
LahNumbers.java,True,False
LargestNumberDivisibleByItsDigits.java,True,False
LargestProperDivisor.java,True,False
LastFridays.java,True,False
LastLetterFirstLetter.java,True,False
LatinSquaresInReducedForm.java,True,False
LdapConnectionDemo.java,False,False
LdapSearchDemo.java,False,False
Leapyear.java,True,False
LeftFac.java,True,False
LeftTruncatablePrime.java,True,False
LegendrePrimeCounter.java,True,False
LeonardoNumbers.java,True,False
Letters.java,True,False
Levenshtein.java,True,False
LevenshteinAlignment.java,True,False
LexicographicalNumbers.java,True,False
Life.java,True,False
LinearCombination.java,True,False
LinearCongruentialGenerator.java,True,False
LinePlaneIntersection.java,True,False
LinePrinter.java,True,False
LIS.java,True,False
LispParserDemo.java,False,False
ListenerTest.java,False,False
ListFields.java,True,False
ListMethods.java,True,False
ListRootedTrees.java,True,False
LoadLibJNA.java,False,False
Logic.java,True,False
LogicPuzzle.java,True,False
LogisticCurveFitting.java,True,False
LongestCommonSubstring.java,True,False
LongLiteralsWithContinuations.java,True,False
LongMult.java,True,False
LongMultBinary.java,True,False
LongPrimes.java,True,False
LongYear.java,True,False
LoopIncrementWithinBody.java,True,False
LoopsWithMultipleRanges.java,True,False
LoopsWrongRanges.java,True,False
LowerAscii.java,True,False
Ls.java,True,False
LuckyNumbers.java,True,False
Ludic.java,True,False
Luhn.java,True,False
Lychrel.java,True,False
LynchBell.java,True,False
LZW.java,True,False
MacVendorLookup.java,True,False
MagicConstant.java,True,False
MagicSquare.java,True,False
MagicSquareDoublyEven.java,True,False
MagicSquareSinglyEven.java,True,False
MagnanimousNumbers.java,True,False
Main.java,True,False
MainApp.java,True,False
MainEntry.java,True,False
MainStepGOST28147_89.java,True,False
ManOrBoy.java,True,False
Markov.java,True,False
Matrix.java,False,False
MatrixChainMultiplication.java,True,False
MaxPathSum.java,True,False
MayanCalendar.java,True,False
MayanNumerals.java,True,False
MazeGenerator.java,True,False
MC.java,True,False
McNuggets.java,True,False
MD4Task.java,True,False
MD5.java,True,False
MeanTimeOfDay.java,True,False
MemoryLayoutOfDataStructure.java,True,False
MergeAndAggregateDatasets.java,False,False
Mersenne.java,True,False
MersenneFactorCheck.java,True,False
MertensFunction.java,True,False
MetallicRatios.java,True,False
MianChowlaSequence.java,True,False
MiddleSquareTask.java,True,False
MiddleThreeDigits.java,True,False
MindBogglingCardTrick.java,True,False
MinimalStepsDownToOne.java,True,False
MinimumMultipleDigitSum.java,True,False
MinimumNumberOnlyZeroAndOne.java,True,False
MinkowskiQuestionMarkFunction.java,True,False
MMapReadFile.java,False,False
Mode.java,True,False
ModifiedRandomDistribution222.java,True,False
ModularArithmetic.java,True,False
ModularInverse.java,True,False
MonadList.java,True,False
MonadMaybe.java,True,False
MonadWriter.java,True,False
MonteCarlo.java,True,False
Monty.java,True,False
MorseCode.java,True,False
MotzkinNumbers.java,True,False
MovingAverage.java,True,False
MTF.java,True,False
MultibasePrimes.java,True,False
MultiCombinationsTester.java,False,False
MultiDimensionalArray.java,True,False
MultiFact.java,True,False
MultipleRegression.java,True,False
MultiplicationTable.java,True,False
MultiplicativeDigitalRoot.java,True,False
MultiplicativeOrder.java,True,False
MultiSplit.java,True,False
Munchhausen.java,True,False
MusicalScale.java,False,False
MutualRecursion.java,True,False
MyClass.java,False,False
NameGame.java,True,False
NamingConventions.java,True,False
Narc.java,True,False
NarcissisticNumbers.java,True,False
NaturalSorting.java,True,False
NauticalBell.java,True,False
NegativeBaseNumbers.java,True,False
NestedFunctionsDemo.java,True,False
NestedLoopTest.java,True,False
NestedTemplateData.java,True,False
NewClass.java,True,False
NextHighestIntFromDigits.java,True,False
NivenNumberGaps.java,True,False
NoConnection.java,True,False
NoFinalize.java,True,False
NonContinuousSubsequences.java,True,False
Nonoblock.java,True,False
NonogramSolver.java,True,False
NQueens.java,True,False
NSmoothNumbers.java,True,False
Nth.java,True,False
NumberClassifications.java,True,False
NumbersCubeRootProductProperDivisors.java,True,False
NumbersNotSumDistinctSquares.java,True,False
Numbrix.java,True,False
NumericalIntegration.java,True,False
OIDListSorting.java,True,False
OldLadySwallowedAFly.java,True,False
OldRussianMeasures.java,True,False
OneOfNLines.java,True,False
OpenGlExample.java,False,False
OptionalParams.java,True,False
OrderDisjointItems.java,False,False
OrderedPartitions.java,True,False
orderedSequence.java,False,False
OrderedWords.java,True,False
OrmistonTriples.java,True,False
OwnDigitsPowerSum.java,True,False
PAdicNumbersBasic.java,False,False
PAdicSquareRoots.java,False,False
Padovan.java,True,False
PadovanNStep.java,True,False
Pali23.java,True,False
PalindromeDates.java,True,False
PalindromicGapfulNumbers.java,True,False
PancakeNumbers.java,True,False
PancakeNumbersApproximation.java,True,False
PancakeSort.java,True,False
Pangram.java,True,False
ParallelBruteForce.java,False,False
ParallelCalculations.java,True,False
ParseIPAddress.java,True,False
PartialApplication.java,True,False
PartitionFunction.java,True,False
PartitionInteger.java,True,False
Pas.java,True,False
PascalMatrix.java,True,False
PascalsTrianglePuzzle.java,True,False
PasswordGenerator.java,True,False
PatienceSort.java,True,False
PCG32.java,True,False
Peaceful.java,True,False
PeanoCurve.java,True,False
PellNumbers.java,True,False
PellsEquation.java,True,False
PentominoTiling.java,True,False
PercolationBond.java,True,False
PercolationMeanCluster.java,True,False
PercolationMeanRun.java,True,False
PercolationSite.java,True,False
PerfectShuffle.java,True,False
PerfectTotientNumbers.java,True,False
PeriodicTable.java,True,False
PermutationGenerator.java,True,False
Permutations.java,False,False
PermutationSort.java,True,False
PermutationTest.java,True,False
Pernicious.java,True,False
PhraseRev.java,True,False
PierpontPrimes.java,True,False
PisanoPeriod.java,True,False
Point.java,False,False
PokerHandAnalyzer.java,True,False
PolynomialLongDivision.java,True,False
PolynomialRegression.java,True,False
PopCount.java,True,False
PostfixToInfix.java,True,False
PowerTree.java,True,False
PowMod.java,True,False
PragmaticDirectives.java,True,False
PreserveScreen.java,True,False
PrimaltyByWilsonsTheorem.java,True,False
PrimeConspiracy.java,True,False
PrimeGaps.java,False,False
PrimeGenerator.java,True,False
PrimeNumbersNeighboringPairsTetraprimes.java,True,False
PrimeTriangle.java,True,False
PrimorialNumbers.java,True,False
PrimorialPrimes.java,True,False
PrintIdentityMatrix.java,False,False
Printing.java,True,False
Prob.java,True,False
Product.java,True,False
ProductFractals.java,True,False
Program.java,True,False
Proper.java,True,False
PseudoRandomSplitmix64.java,True,False
Puzzle15Solver.java,False,False
PValueCorrection.java,True,False
PythagComp.java,True,False
PythagoreanMeans.java,True,False
PythagoreanQuadruples.java,True,False
PythTrip.java,True,False
QRDecomposition.java,True,False
QuadraticRoots.java,True,False
Quaternion.java,True,False
Quibbler.java,False,False
QuickSelect.java,True,False
QuotingConstructs.java,True,False
RadicalOfAnInteger.java,True,False
RamanujanConstant.java,True,False
RamanujanPrimesTwins.java,True,False
RandomLatinSquares.java,True,False
Range.java,True,False
RangeConsolidation.java,True,False
RangeExpander.java,False,False
RangeExtraction.java,True,False
RankingMethods.java,True,False
RankPermutation.java,True,False
RareNumbers.java,True,False
RateCounter.java,True,False
RayCasting.java,True,False
RDOMSerialization.java,True,False
ReadAll.java,False,False
ReadSpecificLineFromFile.java,True,False
RealNumberSet.java,True,False
RecamanSequence.java,True,False
RecordAppender.java,True,False
recurringrainfall.java,True,False
RecursionTest.java,True,False
ReducedRowEchelonForm.java,True,False
ReduceTask.java,True,False
ReflectionGetSource.java,True,False
RenameAFile.java,True,False
Rendezvous.java,True,False
REntropy.java,True,False
Repeat.java,True,False
ReportStringLengths.java,True,False
RepString.java,True,False
RepStrings.java,True,False
RepunitPrimes.java,True,False
ResistorMesh.java,True,False
ReturnMultipleValues.java,True,False
Reverse.java,True,False
ReverseWords.java,True,False
RhondaNumbers.java,True,False
RIPEMD160Task.java,True,False
RJSortStability.java,True,False
RM_chars.java,True,False
RN.java,True,False
Roman.java,True,False
RomanNumerals.java,True,False
RootMeanSquare.java,True,False
Roots.java,True,False
RosettaMD4.java,False,False
RosettaRIPEMD160.java,False,False
Rpg.java,True,False
RPN.java,True,False
RReturnMultipleVals.java,True,False
rsaCode.java,True,False
RSortingRadixsort00.java,True,False
RungeKutta.java,True,False
RunLengthEncoding.java,True,False
RuthAaronNumbers.java,True,False
S.java,True,False
SafeAddition.java,True,False
SafePrimes.java,True,False
SameFringe.java,True,False
ScriptName.java,True,False
SearchInParagraphsText.java,True,False
SecureTemporaryFile.java,True,False
SelfDescribingNumbers.java,True,False
SelfNumbers.java,True,False
SelfReferentialSequence.java,True,False
SemiPrime.java,True,False
Semordnilap.java,True,False
SeqNonSquares.java,True,False
SequenceMutation.java,True,False
SetConsolidation.java,True,False
SetPuzzle.java,True,False
SetRightAdjacentBits.java,True,False
Sets.java,True,False
SevenSidedDice.java,True,False
SexyPrimes.java,True,False
SHA1Task.java,True,False
SHA256MerkleTree.java,True,False
SHA256Task.java,True,False
ShoelaceFormula.java,True,False
ShortCirc.java,True,False
ShortestCommonSuperSequence.java,True,False
ShowAsciiTable.java,True,False
ShowByteOrder.java,True,False
ShowTheEpoch.java,True,False
Shuffler.java,True,False
ShuntingYard.java,True,False
SierpinskiSquareCurve.java,True,False
SierpinskiTriangle.java,True,False
SieveOfPritchard.java,True,False
SingletonApp.java,True,False
SingularValueDecomposition.java,False,False
SisyphusSequence.java,True,False
SleepingBeauty.java,True,False
SleepSort.java,True,False
SmallestNumberK.java,True,False
SmarandachePrimeDigitalSequence.java,True,False
SmarandacheWellinPrimes.java,True,False
SmithNumbers.java,True,False
SocketSend.java,True,False
SoEInfHashMap.java,True,False
SoEPagedOdds.java,True,False
Sokoban.java,True,False
SortAnOutlineAtEveryLevel.java,False,False
SortComp.java,True,False
SortUsingCustomComparator.java,True,False
SoundRecorder.java,False,False
Sparkline.java,True,False
SpecialVariables.java,True,False
SpellingOfOrdinalNumbers.java,True,False
SphenicNumbers.java,True,False
Sphere.java,True,False
SpinningRod.java,True,False
SplitStringByCharacterChange.java,True,False
SquareFormFactorization.java,True,False
SquareFree.java,True,False
SquaresCubes.java,True,False
Stable.java,True,False
StackTest.java,True,False
StackTraceDemo.java,False,False
StateNamePuzzle.java,True,False
StdDev.java,True,False
Steffensen.java,True,False
StemAndLeaf.java,True,False
SterlingNumbersFirstKind.java,True,False
SterlingNumbersSecondKind.java,True,False
SternBrocot.java,True,False
Stooge.java,True,False
Str.java,True,False
StraddlingCheckerboard.java,True,False
Strand.java,False,False
StreamMerge.java,True,False
StringCollapsible.java,True,False
StringSqueezable.java,True,False
StringUniqueCharacters.java,True,False
StripASetOfCharactersFromAString.java,True,False
StripControlCodes.java,True,False
StrongAndWeakPrimes.java,True,False
StudentHandler.java,True,False
SubstitutionCipher.java,True,False
SubstringTopAndTail.java,True,False
SubtractiveGenerator.java,True,False
SuccessivePrimeDifferences.java,True,False
Sudoku.java,True,False
Sum.java,True,False
SumAndProductPuzzle.java,True,False
SumDigits.java,True,False
SummarizePrimes.java,True,False
SumMultiples.java,True,False
SumProd.java,True,False
SumSquares.java,True,False
SumTo100.java,True,False
SuperDNumbers.java,True,False
SylvestersSequence.java,True,False
SymmetricDifference.java,True,False
Sync.java,True,False
SystemTime.java,True,False
T.java,False,False
TableCreationPostalAddresses.java,True,False
TakeNotes.java,True,False
TarjanSCC.java,True,False
Task.java,False,False
Tau.java,True,False
TauFunction.java,True,False
TemperatureConversion.java,True,False
TerminalControlColouredText.java,True,False
Test.java,True,False
Test3.java,True,False
TestIntegerness.java,True,False
TestIntegerWithHistory.java,False,False
TheSieveOfSundaram.java,True,False
Threads.java,True,False
ThueMorse.java,True,False
TimeIt.java,True,False
TokenizeStringWithEscaping.java,True,False
TonelliShanks.java,True,False
TopologicalSort.java,True,False
Topswops.java,True,False
TotalCirclesArea.java,True,False
TotientFunction.java,True,False
TransliterateEnglishTextUsingTheGreekAlphabet.java,True,False
Transpose.java,True,False
TreeDatastructures.java,True,False
TreeNestingLevels.java,True,False
TreeTraversal.java,True,False
TriangleOverlap.java,True,False
Trig.java,True,False
Trims.java,True,False
Triples.java,True,False
TropicalAlgebra.java,True,False
TruncFile.java,True,False
TruthTable.java,True,False
TrySort.java,True,False
TwelveDaysOfChristmas.java,True,False
TwinPrimes.java,True,False
TwoBulletRoulette.java,True,False
TwosComplement.java,True,False
U0.java,False,False
UltraUsefulPrimes.java,True,False
UnboundedKnapsack.java,False,False
UnixLS.java,True,False
UnprimeableNumbers.java,True,False
UPC.java,True,False
UserManager.java,True,False
UTF8EncodeDecode.java,True,False
UTM.java,True,False
ValueCapture.java,True,False
Values.java,True,False
VampireNumber.java,True,False
VampireNumbers.java,True,False
VanDerCorput.java,True,False
VanEckSequence.java,True,False
VariableDeclarationReset.java,True,False
VariableSize.java,True,False
VariableSizeSet.java,True,False
VectorProds.java,True,False
VectorsOp.java,True,False
VerhoeffAlgorithm.java,True,False
VersCheck.java,True,False
VisualizeTree.java,True,False
VLQCode.java,True,False
VogelsApproximationMethod.java,True,False
WalkTree.java,True,False
WarCardGame.java,True,False
WastefulEquidigitalAndFrugalNumbers.java,True,False
WaterBetweenTowers.java,True,False
WeirdNumbers.java,True,False
WheelController.java,True,False
WieferichPrimes.java,True,False
WilsonPrimes.java,True,False
WordCount.java,True,False
WordLadder.java,True,False
WordWrap.java,True,False
WriteEntireFile.java,True,False
XmlCreation.java,True,False
XmlCreationStax.java,True,False
XMLParser.java,True,False
XorShiftStar.java,True,False
YCombinator.java,True,False
YellowstoneSequence.java,True,False
YinYang.java,True,False
Yuletide.java,True,False
Zebra.java,True,False
Zeckendorf.java,True,False
ZeroOneKnapsackForTourists.java,False,False
Zodiac.java,True,False
ZumkellerNumbers.java,True,False
